time,lon,lat,speed,weight,state
2024-07-25 12:32:51,86.188573,54.278111,0,0,0
2024-07-25 12:32:47,86.188573,54.278111,0,0,0
2024-07-25 12:32:45,86.188573,54.278111,0,0,0
2024-07-25 12:32:39,86.188573,54.278111,0,0,0
2024-07-25 12:32:36,86.188573,54.278111,0,0,0
2024-07-25 12:32:33,86.188573,54.278111,0,0,0
2024-07-25 12:32:30,86.188573,54.278111,0,0,0
2024-07-25 12:32:27,86.188573,54.278111,0,0,0
2024-07-25 12:32:25,86.188573,54.278111,0,0,0
2024-07-25 12:32:20,86.188573,54.278111,0,0,0
2024-07-25 12:32:14,86.188573,54.278111,0,0,0
2024-07-25 12:32:08,86.188573,54.278111,0,0,0
2024-07-25 12:32:03,86.188573,54.278111,0,0,0
2024-07-25 12:32:02,86.188573,54.278111,0,0,0
2024-07-25 12:32:00,86.188573,54.278111,0,0,0
2024-07-25 12:31:56,86.188573,54.278111,0,0,0
2024-07-25 12:31:52,86.188573,54.278111,0,0,0
2024-07-25 12:31:50,86.188573,54.278111,0,0,0
2024-07-25 12:31:44,86.188573,54.278111,0,0,0
2024-07-25 12:31:41,86.188573,54.278111,0,0,0
2024-07-25 12:31:38,86.188573,54.278111,0,0,0
2024-07-25 12:31:32,86.188573,54.278111,0,0,0
2024-07-25 12:31:30,86.188573,54.278111,0,0,0
2024-07-25 12:31:29,86.188573,54.278111,0,0,0
2024-07-25 12:31:26,86.188573,54.278111,0,0,0
2024-07-25 12:31:19,86.188573,54.278111,0,0,0
2024-07-25 12:31:13,86.188573,54.278111,0,0,0
2024-07-25 12:31:08,86.188573,54.278111,0,0,0
2024-07-25 12:31:07,86.188573,54.278111,0,0,0
2024-07-25 12:31:01,86.188573,54.278111,0,0,0
2024-07-25 12:30:59,86.188573,54.278111,0,0,0
2024-07-25 12:30:57,86.188573,54.278111,0,0,0
2024-07-25 12:30:55,86.188573,54.278111,0,0,0
2024-07-25 12:30:49,86.188573,54.278111,0,0,0
2024-07-25 12:30:46,86.188573,54.278111,0,0,0
2024-07-25 12:30:43,86.188573,54.278111,0,0,0
2024-07-25 12:30:37,86.188573,54.278111,0,0,0
2024-07-25 12:30:35,86.188573,54.278111,0,0,0
2024-07-25 12:30:31,86.188573,54.278111,0,0,0
2024-07-25 12:30:28,86.188573,54.278111,0,0,0
2024-07-25 12:30:25,86.188573,54.278111,0,0,0
2024-07-25 12:30:18,86.188573,54.278111,0,0,0
2024-07-25 12:30:13,86.188573,54.278111,0,0,0
2024-07-25 12:30:12,86.188573,54.278111,0,0,0
2024-07-25 12:30:06,86.188573,54.278111,0,0,0
